Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments,Actual vote,Evaluate
"Jodie Gosling (Labour, Nuneaton)",,,1,,,,no evidence,,0,mp-votes.html#mp-5036,No recorded activity on this area (ledger from 2026-02-03),,
"Joe Morris (Labour, Hexham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5081,No recorded activity on this area (ledger from 2026-02-03),,
"Joe Powell (Labour, Kensington and Bayswater)",,,1,,,,no evidence,,0,mp-votes.html#mp-5229,No recorded activity on this area (ledger from 2026-02-03),,
"Joe Robertson (Conservative, Isle of Wight East)",,,1,,,,no evidence,,0,mp-votes.html#mp-5255,No recorded activity on this area (ledger from 2026-02-03),,
"Johanna Baxter (Labour, Paisley and Renfrewshire South)",,,1,,,,no evidence,,0,mp-votes.html#mp-5063,No recorded activity on this area (ledger from 2026-02-03),,
"John Cooper (Conservative, Dumfries and Galloway)",,,1,,,,no evidence,,0,mp-votes.html#mp-5358,No recorded activity on this area (ledger from 2026-02-03),,
"John Finucane (Sinn Féin, Belfast North)",,,1,,,,no evidence,,0,mp-votes.html#mp-4823,No recorded activity on this area (ledger from 2026-02-03),,
"John Glen (Conservative, Salisbury)",,,1,,,,no evidence,,0,mp-votes.html#mp-4051,No recorded activity on this area (ledger from 2026-02-03),,
"John Grady (Labour, Glasgow East)",,,1,,,,no evidence,,0,mp-votes.html#mp-5170,No recorded activity on this area (ledger from 2026-02-03),,
"John Healey (Labour, Rawmarsh and Conisbrough)",,,1,,,,no evidence,,0,mp-votes.html#mp-400,No recorded activity on this area (ledger from 2026-02-03),,
"John Lamont (Conservative, Berwickshire, Roxburgh and Selkirk)",,,1,,,,no evidence,,0,mp-votes.html#mp-4608,No recorded activity on this area (ledger from 2026-02-03),,
"John McDonnell (Labour, Hayes and Harlington)",,,1,,,,no evidence,,0,mp-votes.html#mp-178,No recorded activity on this area (ledger from 2026-02-03),,
"John Slinger (Labour, Rugby)",,,1,,,,no evidence,,0,mp-votes.html#mp-5127,No recorded activity on this area (ledger from 2026-02-03),,
"Jon Pearce (Labour, High Peak)",,,1,,,,no evidence,,0,mp-votes.html#mp-5115,No recorded activity on this area (ledger from 2026-02-03),,
"Jon Trickett (Labour, Normanton and Hemsworth)",,,1,,,,no evidence,,0,mp-votes.html#mp-410,No recorded activity on this area (ledger from 2026-02-03),,
"Jonathan Davies (Labour, Mid Derbyshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5256,No recorded activity on this area (ledger from 2026-02-03),,
"Jonathan Hinder (Labour, Pendle and Clitheroe)",,,1,,,,no evidence,,0,mp-votes.html#mp-5264,No recorded activity on this area (ledger from 2026-02-03),,
"Jonathan Reynolds (Labour (Co-op), Stalybridge and Hyde)",,,1,,,,no evidence,,0,mp-votes.html#mp-4119,No recorded activity on this area (ledger from 2026-02-03),,
"Josh Babarinde (Liberal Democrat, Eastbourne)",,,1,,,,no evidence,,0,mp-votes.html#mp-5086,No recorded activity on this area (ledger from 2026-02-03),,
"Josh Dean (Labour, Hertford and Stortford)",,,1,,,,no evidence,,0,mp-votes.html#mp-5187,No recorded activity on this area (ledger from 2026-02-03),,
"Josh Fenton-Glynn (Labour, Calder Valley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5295,No recorded activity on this area (ledger from 2026-02-03),,
"Josh MacAlister (Labour, Whitehaven and Workington)",,,1,,,,no evidence,,0,mp-votes.html#mp-5033,No recorded activity on this area (ledger from 2026-02-03),,
"Josh Newbury (Labour, Cannock Chase)",,,1,,,,no evidence,,0,mp-votes.html#mp-5034,No recorded activity on this area (ledger from 2026-02-03),,
"Judith Cummins (Labour, Bradford South)",,,1,,,,no evidence,,0,mp-votes.html#mp-4391,No recorded activity on this area (ledger from 2026-02-03),,
"Julia Buckley (Labour, Shrewsbury)",,,1,,,,no evidence,,0,mp-votes.html#mp-5171,No recorded activity on this area (ledger from 2026-02-03),,
"Julia Lopez (Conservative, Hornchurch and Upminster)",,,1,,,,no evidence,,0,mp-votes.html#mp-4647,No recorded activity on this area (ledger from 2026-02-03),,
"Juliet Campbell (Labour, Broxtowe)",,,1,,,,no evidence,,0,mp-votes.html#mp-5058,No recorded activity on this area (ledger from 2026-02-03),,
"Justin Madders (Labour, Ellesmere Port and Bromborough)",,,1,,,,no evidence,,0,mp-votes.html#mp-4418,No recorded activity on this area (ledger from 2026-02-03),,
"Kanishka Narayan (Labour, Vale of Glamorgan)",,,1,,,,no evidence,,0,mp-votes.html#mp-5039,No recorded activity on this area (ledger from 2026-02-03),,
"Karin Smyth (Labour, Bristol South)",,,1,,,,no evidence,,0,mp-votes.html#mp-4444,No recorded activity on this area (ledger from 2026-02-03),,
"Karl Turner (Independent, Kingston upon Hull East)",,,1,,,,no evidence,,0,mp-votes.html#mp-4030,No recorded activity on this area (ledger from 2026-02-03),,
"Kate Dearden (Labour (Co-op), Halifax)",,,1,,,,no evidence,,0,mp-votes.html#mp-5224,No recorded activity on this area (ledger from 2026-02-03),,
"Kate Osamor (Labour (Co-op), Edmonton and Winchmore Hill)",,,1,,,,no evidence,,0,mp-votes.html#mp-4515,No recorded activity on this area (ledger from 2026-02-03),,
"Katie Lam (Conservative, Weald of Kent)",,,1,,,,no evidence,,0,mp-votes.html#mp-5285,No recorded activity on this area (ledger from 2026-02-03),,
"Katie White (Labour, Leeds North West)",,,1,,,,no evidence,,0,mp-votes.html#mp-5260,No recorded activity on this area (ledger from 2026-02-03),,
"Katrina Murray (Labour, Cumbernauld and Kirkintilloch)",,,1,,,,no evidence,,0,mp-votes.html#mp-5309,No recorded activity on this area (ledger from 2026-02-03),,
"Keir Mather (Labour, Selby)",,,1,,,,no evidence,,0,mp-votes.html#mp-4993,No recorded activity on this area (ledger from 2026-02-03),,
"Kenneth Stevenson (Labour, Airdrie and Shotts)",,,1,,,,no evidence,,0,mp-votes.html#mp-5200,No recorded activity on this area (ledger from 2026-02-03),,
"Kerry McCarthy (Labour, Bristol East)",,,1,,,,no evidence,,0,mp-votes.html#mp-1491,No recorded activity on this area (ledger from 2026-02-03),,
"Kevin Bonavia (Labour, Stevenage)",,,1,,,,no evidence,,0,mp-votes.html#mp-5051,No recorded activity on this area (ledger from 2026-02-03),,
"Kevin Hollinrake (Conservative, Thirsk and Malton)",,,1,,,,no evidence,,0,mp-votes.html#mp-4474,No recorded activity on this area (ledger from 2026-02-03),,
"Kevin McKenna (Labour, Sittingbourne and Sheppey)",,,1,,,,no evidence,,0,mp-votes.html#mp-5300,No recorded activity on this area (ledger from 2026-02-03),,
"Kim Leadbeater (Labour, Spen Valley)",,,1,,,,no evidence,,0,mp-votes.html#mp-4923,No recorded activity on this area (ledger from 2026-02-03),,
"Kirith Entwistle (Labour, Bolton North East)",,,1,,,,no evidence,,0,mp-votes.html#mp-5095,No recorded activity on this area (ledger from 2026-02-03),,
"Kirsteen Sullivan (Labour (Co-op), Bathgate and Linlithgow)",,,1,,,,no evidence,,0,mp-votes.html#mp-5179,No recorded activity on this area (ledger from 2026-02-03),,
"Kirsty McNeill (Labour (Co-op), Midlothian)",,,1,,,,no evidence,,0,mp-votes.html#mp-5114,No recorded activity on this area (ledger from 2026-02-03),,
"Lara Bird (Scottish National Party, Arbroath and Broughty Ferry)",,,1,,,,no evidence,,0,mp-votes.html#mp-5449,No recorded activity on this area (ledger from 2026-02-03),,
"Laura Kyrke-Smith (Labour, Aylesbury)",,,1,,,,no evidence,,0,mp-votes.html#mp-5341,No recorded activity on this area (ledger from 2026-02-03),,
"Laura Trott (Conservative, Sevenoaks)",,,1,,,,no evidence,,0,mp-votes.html#mp-4780,No recorded activity on this area (ledger from 2026-02-03),,
"Lauren Edwards (Labour, Rochester and Strood)",,,1,,,,no evidence,,0,mp-votes.html#mp-5298,No recorded activity on this area (ledger from 2026-02-03),,
"Laurence Turner (Labour, Birmingham Northfield)",,,1,,,,no evidence,,0,mp-votes.html#mp-5234,No recorded activity on this area (ledger from 2026-02-03),,
"Lee Barron (Labour, Corby and East Northamptonshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5315,No recorded activity on this area (ledger from 2026-02-03),,
"Lee Pitcher (Labour, Doncaster East and the Isle of Axholme)",,,1,,,,no evidence,,0,mp-votes.html#mp-5233,No recorded activity on this area (ledger from 2026-02-03),,
"Leigh Ingham (Labour, Stafford)",,,1,,,,no evidence,,0,mp-votes.html#mp-5290,No recorded activity on this area (ledger from 2026-02-03),,
"Lewis Atkinson (Labour, Sunderland Central)",,,1,,,,no evidence,,0,mp-votes.html#mp-5028,No recorded activity on this area (ledger from 2026-02-03),,
"Liam Byrne (Labour, Birmingham Hodge Hill and Solihull North)",,,1,,,,no evidence,,0,mp-votes.html#mp-1171,No recorded activity on this area (ledger from 2026-02-03),,
"Liam Conlon (Labour, Beckenham and Penge)",,,1,,,,no evidence,,0,mp-votes.html#mp-5132,No recorded activity on this area (ledger from 2026-02-03),,
"Lilian Greenwood (Labour, Nottingham South)",,,1,,,,no evidence,,0,mp-votes.html#mp-4029,No recorded activity on this area (ledger from 2026-02-03),,
"Lillian Jones (Labour, Kilmarnock and Loudoun)",,,1,,,,no evidence,,0,mp-votes.html#mp-5043,No recorded activity on this area (ledger from 2026-02-03),,
"Lincoln Jopp (Conservative, Spelthorne)",,,1,,,,no evidence,,0,mp-votes.html#mp-5332,No recorded activity on this area (ledger from 2026-02-03),,
"Linsey Farnsworth (Labour, Amber Valley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5107,No recorded activity on this area (ledger from 2026-02-03),,
"Lisa Smart (Liberal Democrat, Hazel Grove)",,,1,,,,no evidence,,0,mp-votes.html#mp-5070,No recorded activity on this area (ledger from 2026-02-03),,
"Liz Jarvis (Liberal Democrat, Eastleigh)",,,1,,,,no evidence,,0,mp-votes.html#mp-5040,No recorded activity on this area (ledger from 2026-02-03),,
"Liz Kendall (Labour, Leicester West)",,,1,,,,no evidence,,0,mp-votes.html#mp-4026,No recorded activity on this area (ledger from 2026-02-03),,
"Liz Saville Roberts (Plaid Cymru, Dwyfor Meirionnydd)",,,1,,,,no evidence,,0,mp-votes.html#mp-4521,No recorded activity on this area (ledger from 2026-02-03),,
"Liz Twist (Labour, Blaydon and Consett)",,,1,,,,no evidence,,0,mp-votes.html#mp-4618,No recorded activity on this area (ledger from 2026-02-03),,
"Llinos Medi (Plaid Cymru, Ynys Môn)",,,1,,,,no evidence,,0,mp-votes.html#mp-5085,No recorded activity on this area (ledger from 2026-02-03),,
"Lloyd Hatton (Labour, South Dorset)",,,1,,,,no evidence,,0,mp-votes.html#mp-5217,No recorded activity on this area (ledger from 2026-02-03),,
"Lola McEvoy (Labour, Darlington)",,,1,,,,no evidence,,0,mp-votes.html#mp-5037,No recorded activity on this area (ledger from 2026-02-03),,
"Lorraine Beavers (Labour, Blackpool North and Fleetwood)",,,1,,,,no evidence,,0,mp-votes.html#mp-5232,No recorded activity on this area (ledger from 2026-02-03),,
"Louise Haigh (Labour, Sheffield Heeley)",,,1,,,,no evidence,,0,mp-votes.html#mp-4473,No recorded activity on this area (ledger from 2026-02-03),,
"Louise Sandher-Jones (Labour, North East Derbyshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5258,No recorded activity on this area (ledger from 2026-02-03),,
"Lucy Rigby (Labour, Northampton North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5333,No recorded activity on this area (ledger from 2026-02-03),,
"Luke Akehurst (Labour, North Durham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5112,No recorded activity on this area (ledger from 2026-02-03),,
"Luke Murphy (Labour, Basingstoke)",,,1,,,,no evidence,,0,mp-votes.html#mp-5248,No recorded activity on this area (ledger from 2026-02-03),,
"Luke Myer (Labour, Middlesbrough South and East Cleveland)",,,1,,,,no evidence,,0,mp-votes.html#mp-5147,No recorded activity on this area (ledger from 2026-02-03),,
"Luke Taylor (Liberal Democrat, Sutton and Cheam)",,,1,,,,no evidence,,0,mp-votes.html#mp-5103,No recorded activity on this area (ledger from 2026-02-03),,
"Manuela Perteghella (Liberal Democrat, Stratford-on-Avon)",,,1,,,,no evidence,,0,mp-votes.html#mp-5122,No recorded activity on this area (ledger from 2026-02-03),,
"Margaret Mullane (Labour, Dagenham and Rainham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5272,No recorded activity on this area (ledger from 2026-02-03),,
"Maria Eagle (Labour, Liverpool Garston)",,,1,,,,no evidence,,0,mp-votes.html#mp-483,No recorded activity on this area (ledger from 2026-02-03),,
"Marie Goldman (Liberal Democrat, Chelmsford)",,,1,,,,no evidence,,0,mp-votes.html#mp-5073,No recorded activity on this area (ledger from 2026-02-03),,
"Mark Ferguson (Labour, Gateshead Central and Whickham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5031,No recorded activity on this area (ledger from 2026-02-03),,
"Mark Garnier (Conservative, Wyre Forest)",,,1,,,,no evidence,,0,mp-votes.html#mp-4074,No recorded activity on this area (ledger from 2026-02-03),,
"Mark Pritchard (Conservative, The Wrekin)",,,1,,,,no evidence,,0,mp-votes.html#mp-1576,No recorded activity on this area (ledger from 2026-02-03),,
"Mark Sewards (Labour, Leeds South West and Morley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5166,No recorded activity on this area (ledger from 2026-02-03),,
"Markus Campbell-Savours (Labour, Penrith and Solway)",,,1,,,,no evidence,,0,mp-votes.html#mp-5124,No recorded activity on this area (ledger from 2026-02-03),,
"Marsha De Cordova (Labour, Battersea)",,,1,,,,no evidence,,0,mp-votes.html#mp-4676,No recorded activity on this area (ledger from 2026-02-03),,
"Martin McCluskey (Labour, Inverclyde and Renfrewshire West)",,,1,,,,no evidence,,0,mp-votes.html#mp-5129,No recorded activity on this area (ledger from 2026-02-03),,
"Martin Rhodes (Labour, Glasgow North)",,,1,,,,no evidence,,0,mp-votes.html#mp-5251,No recorded activity on this area (ledger from 2026-02-03),,
"Martin Vickers (Conservative, Brigg and Immingham)",,,1,,,,no evidence,,0,mp-votes.html#mp-3957,No recorded activity on this area (ledger from 2026-02-03),,
"Mary Creagh (Labour, Coventry East)",,,1,,,,no evidence,,0,mp-votes.html#mp-1579,No recorded activity on this area (ledger from 2026-02-03),,
"Mary Glindon (Labour, Newcastle upon Tyne East and Wallsend)",,,1,,,,no evidence,,0,mp-votes.html#mp-4126,No recorded activity on this area (ledger from 2026-02-03),,
"Matt Bishop (Labour, Forest of Dean)",,,1,,,,no evidence,,0,mp-votes.html#mp-5323,No recorded activity on this area (ledger from 2026-02-03),,
"Matt Rodda (Labour, Reading Central)",,,1,,,,no evidence,,0,mp-votes.html#mp-4654,No recorded activity on this area (ledger from 2026-02-03),,
"Matt Turmaine (Labour, Watford)",,,1,,,,no evidence,,0,mp-votes.html#mp-5130,No recorded activity on this area (ledger from 2026-02-03),,
"Matt Western (Labour, Warwick and Leamington)",,,1,,,,no evidence,,0,mp-votes.html#mp-4617,No recorded activity on this area (ledger from 2026-02-03),,
"Matthew Patrick (Labour, Wirral West)",,,1,,,,no evidence,,0,mp-votes.html#mp-5162,No recorded activity on this area (ledger from 2026-02-03),,
"Matthew Pennycook (Labour, Greenwich and Woolwich)",,,1,,,,no evidence,,0,mp-votes.html#mp-4520,No recorded activity on this area (ledger from 2026-02-03),,
"Maureen Burke (Labour, Glasgow North East)",,,1,,,,no evidence,,0,mp-votes.html#mp-5137,No recorded activity on this area (ledger from 2026-02-03),,
"Max Wilkinson (Liberal Democrat, Cheltenham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5055,No recorded activity on this area (ledger from 2026-02-03),,
"Maya Ellis (Labour, Ribble Valley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5228,No recorded activity on this area (ledger from 2026-02-03),,
"Melanie Onn (Labour, Great Grimsby and Cleethorpes)",,,1,,,,no evidence,,0,mp-votes.html#mp-4464,No recorded activity on this area (ledger from 2026-02-03),,
"Melanie Ward (Labour, Cowdenbeath and Kirkcaldy)",,,1,,,,no evidence,,0,mp-votes.html#mp-5240,No recorded activity on this area (ledger from 2026-02-03),,
"Miatta Fahnbulleh (Labour (Co-op), Peckham)",,,1,,,,no evidence,,0,mp-votes.html#mp-5099,No recorded activity on this area (ledger from 2026-02-03),,
"Michael Payne (Labour, Gedling)",,,1,,,,no evidence,,0,mp-votes.html#mp-5146,No recorded activity on this area (ledger from 2026-02-03),,
"Michael Shanks (Labour, Rutherglen)",,,1,,,,no evidence,,0,mp-votes.html#mp-4998,No recorded activity on this area (ledger from 2026-02-03),,
"Michael Wheeler (Labour, Worsley and Eccles)",,,1,,,,no evidence,,0,mp-votes.html#mp-5242,No recorded activity on this area (ledger from 2026-02-03),,
"Michelle Scrogham (Labour, Barrow and Furness)",,,1,,,,no evidence,,0,mp-votes.html#mp-5049,No recorded activity on this area (ledger from 2026-02-03),,
"Michelle Welsh (Labour, Sherwood Forest)",,,1,,,,no evidence,,0,mp-votes.html#mp-5226,No recorded activity on this area (ledger from 2026-02-03),,
"Mike Kane (Labour, Wythenshawe and Sale East)",,,1,,,,no evidence,,0,mp-votes.html#mp-4316,No recorded activity on this area (ledger from 2026-02-03),,
"Mike Martin (Liberal Democrat, Tunbridge Wells)",,,1,,,,no evidence,,0,mp-votes.html#mp-5219,No recorded activity on this area (ledger from 2026-02-03),,
"Mike Reader (Labour, Northampton South)",,,1,,,,no evidence,,0,mp-votes.html#mp-5316,No recorded activity on this area (ledger from 2026-02-03),,
"Mike Tapp (Labour, Dover and Deal)",,,1,,,,no evidence,,0,mp-votes.html#mp-5266,No recorded activity on this area (ledger from 2026-02-03),,
"Mike Wood (Conservative, Kingswinford and South Staffordshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-4384,No recorded activity on this area (ledger from 2026-02-03),,
"Mohammad Yasin (Labour, Bedford)",,,1,,,,no evidence,,0,mp-votes.html#mp-4598,No recorded activity on this area (ledger from 2026-02-03),,
